Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Relacion entre lugar de nacimiento y residencia;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;267.354
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;262.715
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;40.259
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;37.607
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;37.547
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;37.250
Total Nacional;09 Cataluña;25 Lleida;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;34.154
Total Nacional;09 Cataluña;25 Lleida;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;44.635
Total Nacional;09 Cataluña;25 Lleida;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;48.259
Total Nacional;09 Cataluña;25 Lleida;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;51.301
Total Nacional;09 Cataluña;25 Lleida;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;54.297
Total Nacional;09 Cataluña;25 Lleida;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;56.766
Total Nacional;09 Cataluña;25 Lleida;En el extranjero;Todas las edades;Total;1 de enero de 2022;92.645
Total Nacional;09 Cataluña;25 Lleida;En el extranjero;Todas las edades;Total;1 de enero de 2018;79.579
Total Nacional;09 Cataluña;25 Lleida;En el extranjero;Todas las edades;Total;1 de enero de 2014;80.248
Total Nacional;09 Cataluña;25 Lleida;En el extranjero;Todas las edades;Total;1 de enero de 2010;80.867
Total Nacional;09 Cataluña;25 Lleida;En el extranjero;Todas las edades;Total;1 de enero de 2006;53.861
Total Nacional;17 Rioja, La;26 Rioja, La;En España;Todas las edades;Total;1 de enero de 2022;268.147
Total Nacional;17 Rioja, La;26 Rioja, La;En España;Todas las edades;Total;1 de enero de 2018;271.763
Total Nacional;17 Rioja, La;26 Rioja, La;En España;Todas las edades;Total;1 de enero de 2014;273.724
Total Nacional;17 Rioja, La;26 Rioja, La;En España;Todas las edades;Total;1 de enero de 2010;273.490
Total Nacional;17 Rioja, La;26 Rioja, La;En España;Todas las edades;Total;1 de enero de 2006;269.415
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;206.560
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;210.030
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;211.900
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;211.090
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;208.666
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;17 Rioja, La;26 Rioja, La;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;17 Rioja, La;26 Rioja, La;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;61.587
Total Nacional;17 Rioja, La;26 Rioja, La;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;61.733
Total Nacional;17 Rioja, La;26 Rioja, La;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;61.824
Total Nacional;17 Rioja, La;26 Rioja, La;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;62.400
Total Nacional;17 Rioja, La;26 Rioja, La;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;60.749
Total Nacional;17 Rioja, La;26 Rioja, La;En el extranjero;Todas las edades;Total;1 de enero de 2022;51.745
Total Nacional;17 Rioja, La;26 Rioja, La;En el extranjero;Todas las edades;Total;1 de enero de 2018;43.912
Total Nacional;17 Rioja, La;26 Rioja, La;En el extranjero;Todas las edades;Total;1 de enero de 2014;45.278
Total Nacional;17 Rioja, La;26 Rioja, La;En el extranjero;Todas las edades;Total;1 de enero de 2010;48.925
Total Nacional;17 Rioja, La;26 Rioja, La;En el extranjero;Todas las edades;Total;1 de enero de 2006;36.962
Total Nacional;12 Galicia;27 Lugo;En España;Todas las edades;Total;1 de enero de 2022;295.579
Total Nacional;12 Galicia;27 Lugo;En España;Todas las edades;Total;1 de enero de 2018;307.531
Total Nacional;12 Galicia;27 Lugo;En España;Todas las edades;Total;1 de enero de 2014;319.952
Total Nacional;12 Galicia;27 Lugo;En España;Todas las edades;Total;1 de enero de 2010;331.639
Total Nacional;12 Galicia;27 Lugo;En España;Todas las edades;Total;1 de enero de 2006;341.589
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;254.932
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;268.130
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;280.918
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;293.595
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;305.332
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;16.960
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;16.806
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;16.640
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;16.287
Total Nacional;12 Galicia;27 Lugo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;15.849
Total Nacional;12 Galicia;27 Lugo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;23.687
Total Nacional;12 Galicia;27 Lugo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;22.595
Total Nacional;12 Galicia;27 Lugo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;22.394
Total Nacional;12 Galicia;27 Lugo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;21.757
Total Nacional;12 Galicia;27 Lugo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;20.408
Total Nacional;12 Galicia;27 Lugo;En el extranjero;Todas las edades;Total;1 de enero de 2022;28.410
Total Nacional;12 Galicia;27 Lugo;En el extranjero;Todas las edades;Total;1 de enero de 2018;23.796
Total Nacional;12 Galicia;27 Lugo;En el extranjero;Todas las edades;Total;1 de enero de 2014;22.796
Total Nacional;12 Galicia;27 Lugo;En el extranjero;Todas las edades;Total;1 de enero de 2010;21.865
Total Nacional;12 Galicia;27 Lugo;En el extranjero;Todas las edades;Total;1 de enero de 2006;15.006
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En España;Todas las edades;Total;1 de enero de 2022;5.335.196
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En España;Todas las edades;Total;1 de enero de 2018;5.358.732
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En España;Todas las edades;Total;1 de enero de 2014;5.276.427
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En España;Todas las edades;Total;1 de enero de 2010;5.190.685
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En España;Todas las edades;Total;1 de enero de 2006;5.085.520
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;3.785.563
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;3.731.337
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;3.621.085
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;3.492.491
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;3.333.758
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;1.549.633
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;1.627.395
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;1.655.342
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;1.698.194
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;1.751.762
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En el extranjero;Todas las edades;Total;1 de enero de 2022;1.415.140
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En el extranjero;Todas las edades;Total;1 de enero de 2018;1.219.347
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En el extranjero;Todas las edades;Total;1 de enero de 2014;1.178.013
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En el extranjero;Todas las edades;Total;1 de enero de 2010;1.267.999
Total Nacional;13 Madrid, Comunidad de;28 Madrid;En el extranjero;Todas las edades;Total;1 de enero de 2006;922.663
Total Nacional;01 Andalucía;29 Málaga;En España;Todas las edades;Total;1 de enero de 2022;1.355.553
Total Nacional;01 Andalucía;29 Málaga;En España;Todas las edades;Total;1 de enero de 2018;1.339.680
Total Nacional;01 Andalucía;29 Málaga;En España;Todas las edades;Total;1 de enero de 2014;1.319.425
Total Nacional;01 Andalucía;29 Málaga;En España;Todas las edades;Total;1 de enero de 2010;1.296.914
Total Nacional;01 Andalucía;29 Málaga;En España;Todas las edades;Total;1 de enero de 2006;1.251.334
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.079.651
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.073.572
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.061.513
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.043.276
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.006.718
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;143.881
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;140.059
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;134.940
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;131.986
Total Nacional;01 Andalucía;29 Málaga;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;128.165
Total Nacional;01 Andalucía;29 Málaga;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;132.021
Total Nacional;01 Andalucía;29 Málaga;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;126.049
Total Nacional;01 Andalucía;29 Málaga;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;122.972
Total Nacional;01 Andalucía;29 Málaga;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;121.652
Total Nacional;01 Andalucía;29 Málaga;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;116.451
Total Nacional;01 Andalucía;29 Málaga;En el extranjero;Todas las edades;Total;1 de enero de 2022;361.951
Total Nacional;01 Andalucía;29 Málaga;En el extranjero;Todas las edades;Total;1 de enero de 2018;301.441
Total Nacional;01 Andalucía;29 Málaga;En el extranjero;Todas las edades;Total;1 de enero de 2014;302.543
Total Nacional;01 Andalucía;29 Málaga;En el extranjero;Todas las edades;Total;1 de enero de 2010;312.643
Total Nacional;01 Andalucía;29 Málaga;En el extranjero;Todas las edades;Total;1 de enero de 2006;239.953
Total Nacional;14 Murcia, Región de;30 Murcia;En España;Todas las edades;Total;1 de enero de 2022;1.260.498
Total Nacional;14 Murcia, Región de;30 Murcia;En España;Todas las edades;Total;1 de enero de 2018;1.251.888
Total Nacional;14 Murcia, Región de;30 Murcia;En España;Todas las edades;Total;1 de enero de 2014;1.236.319
Total Nacional;14 Murcia, Región de;30 Murcia;En España;Todas las edades;Total;1 de enero de 2010;1.212.431
Total Nacional;14 Murcia, Región de;30 Murcia;En España;Todas las edades;Total;1 de enero de 2006;1.171.410
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.109.785
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.103.095
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.089.213
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.067.411
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.031.696
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;14 Murcia, Región de;30 Murcia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;14 Murcia, Región de;30 Murcia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;150.713
Total Nacional;14 Murcia, Región de;30 Murcia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;148.793
Total Nacional;14 Murcia, Región de;30 Murcia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;147.106
Total Nacional;14 Murcia, Región de;30 Murcia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;145.020
Total Nacional;14 Murcia, Región de;30 Murcia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;139.714
Total Nacional;14 Murcia, Región de;30 Murcia;En el extranjero;Todas las edades;Total;1 de enero de 2022;271.380
Total Nacional;14 Murcia, Región de;30 Murcia;En el extranjero;Todas las edades;Total;1 de enero de 2018;226.621
Total Nacional;14 Murcia, Región de;30 Murcia;En el extranjero;Todas las edades;Total;1 de enero de 2014;230.499
Total Nacional;14 Murcia, Región de;30 Murcia;En el extranjero;Todas las edades;Total;1 de enero de 2010;249.548
Total Nacional;14 Murcia, Región de;30 Murcia;En el extranjero;Todas las edades;Total;1 de enero de 2006;198.896
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;En España;Todas las edades;Total;1 de enero de 2022;552.351
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;En España;Todas las edades;Total;1 de enero de 2018;555.256
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;En España;Todas las edades;Total;1 de enero de 2014;554.386
